IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.7.13,2086,2086,false,SIN,Asia Pacific,Singapore,101,1.52
47.245.37.12,2087,2087,true,NRT,Asia Pacific,Tokyo,63,1.51
8.219.199.220,8443,8443,true,SIN,Asia Pacific,Singapore,83,1.51
47.236.97.90,2053,2053,true,SIN,Asia Pacific,Singapore,83,1.50
47.76.94.15,8443,8443,true,HKG,Asia Pacific,Hong Kong,57,1.50
8.219.193.202,2096,2096,true,SIN,Asia Pacific,Singapore,84,1.50
8.222.130.137,2082,2082,false,SIN,Asia Pacific,Singapore,83,1.49
47.236.145.85,2096,2096,true,SIN,Asia Pacific,Singapore,89,1.49
8.222.155.242,8443,8443,true,SIN,Asia Pacific,Singapore,86,1.48
8.219.152.195,2095,2095,false,SIN,Asia Pacific,Singapore,94,1.48
8.222.249.98,80,80,false,SIN,Asia Pacific,Singapore,90,1.48
47.245.37.41,2053,2053,true,NRT,Asia Pacific,Tokyo,65,1.48
8.222.131.102,2052,2052,false,SIN,Asia Pacific,Singapore,83,1.48
8.222.129.32,2086,2086,false,SIN,Asia Pacific,Singapore,86,1.48
8.222.160.61,2082,2082,false,SIN,Asia Pacific,Singapore,83,1.47
8.219.82.177,2096,2096,true,SIN,Asia Pacific,Singapore,83,1.46
8.222.248.188,2086,2086,false,SIN,Asia Pacific,Singapore,87,1.46
47.236.104.11,2052,2052,false,SIN,Asia Pacific,Singapore,80,1.46
47.74.41.87,2086,2086,false,NRT,Asia Pacific,Tokyo,76,1.46
47.74.47.225,8080,8080,false,NRT,Asia Pacific,Tokyo,61,1.46
47.236.7.246,80,80,false,SIN,Asia Pacific,Singapore,76,1.46
8.219.121.24,2053,2053,true,SIN,Asia Pacific,Singapore,86,1.46
8.222.212.172,8080,8080,false,SIN,Asia Pacific,Singapore,78,1.45
47.236.75.113,80,80,false,SIN,Asia Pacific,Singapore,88,1.45
47.74.5.150,2052,2052,false,NRT,Asia Pacific,Tokyo,58,1.44
8.219.66.156,2053,2053,true,SIN,Asia Pacific,Singapore,84,1.44
47.236.4.129,2083,2083,true,SIN,Asia Pacific,Singapore,85,1.43
8.219.199.220,2082,2082,false,SIN,Asia Pacific,Singapore,85,1.43
8.222.211.124,2053,2053,true,SIN,Asia Pacific,Singapore,95,1.42
8.219.114.201,8880,8880,false,SIN,Asia Pacific,Singapore,85,1.41
47.236.144.48,2096,2096,true,SIN,Asia Pacific,Singapore,93,1.40
47.245.37.12,2096,2096,true,NRT,Asia Pacific,Tokyo,64,1.40
8.222.167.147,2086,2086,false,SIN,Asia Pacific,Singapore,89,1.39
8.222.144.219,2052,2052,false,SIN,Asia Pacific,Singapore,89,1.39
8.219.124.227,8880,8880,false,SIN,Asia Pacific,Singapore,88,1.38
47.236.125.62,2083,2083,true,SIN,Asia Pacific,Singapore,91,1.38
8.222.168.234,2096,2096,true,SIN,Asia Pacific,Singapore,92,1.36
8.222.137.178,2083,2083,true,SIN,Asia Pacific,Singapore,78,1.36
47.236.116.182,2052,2052,false,SIN,Asia Pacific,Singapore,92,1.36
47.236.87.246,8080,8080,false,SIN,Asia Pacific,Singapore,94,1.36
47.236.119.253,2083,2083,true,SIN,Asia Pacific,Singapore,87,1.35
47.236.97.254,2053,2053,true,SIN,Asia Pacific,Singapore,88,1.35
47.236.121.7,2053,2053,true,SIN,Asia Pacific,Singapore,90,1.35
8.222.212.219,2086,2086,false,SIN,Asia Pacific,Singapore,83,1.35
8.217.251.62,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,1.35
8.222.211.124,8880,8880,false,SIN,Asia Pacific,Singapore,93,1.34
8.219.111.147,2086,2086,false,SIN,Asia Pacific,Singapore,92,1.34
8.219.77.91,2095,2095,false,SIN,Asia Pacific,Singapore,88,1.34
47.236.145.85,8080,8080,false,SIN,Asia Pacific,Singapore,81,1.34
47.236.144.48,2082,2082,false,SIN,Asia Pacific,Singapore,92,1.34
8.222.248.188,80,80,false,SIN,Asia Pacific,Singapore,86,1.34
47.74.13.94,2086,2086,false,NRT,Asia Pacific,Tokyo,65,1.33
47.245.90.176,2096,2096,true,SIN,Asia Pacific,Singapore,83,1.33
8.219.112.75,2052,2052,false,SIN,Asia Pacific,Singapore,84,1.33
47.236.94.113,2052,2052,false,SIN,Asia Pacific,Singapore,86,1.32
8.219.194.170,2087,2087,true,SIN,Asia Pacific,Singapore,89,1.32
8.222.150.197,2095,2095,false,SIN,Asia Pacific,Singapore,100,1.32
47.76.49.246,8443,8443,true,HKG,Asia Pacific,Hong Kong,54,1.32
8.210.101.157,8443,8443,true,HKG,Asia Pacific,Hong Kong,58,1.32
8.222.150.197,8880,8880,false,SIN,Asia Pacific,Singapore,88,1.31
47.245.32.215,2082,2082,false,NRT,Asia Pacific,Tokyo,81,1.31
47.236.97.254,2082,2082,false,SIN,Asia Pacific,Singapore,88,1.31
8.210.151.69,2096,2096,true,HKG,Asia Pacific,Hong Kong,59,1.31
8.219.161.129,2052,2052,false,SIN,Asia Pacific,Singapore,81,1.30
8.222.145.164,2095,2095,false,SIN,Asia Pacific,Singapore,89,1.30
47.245.10.164,2087,2087,true,NRT,Asia Pacific,Tokyo,63,1.30
8.222.159.252,2083,2083,true,SIN,Asia Pacific,Singapore,83,1.30
8.222.147.203,2082,2082,false,SIN,Asia Pacific,Singapore,80,1.29
47.245.89.102,2053,2053,true,SIN,Asia Pacific,Singapore,89,1.28
8.222.154.227,8443,8443,true,SIN,Asia Pacific,Singapore,89,1.28
8.219.157.97,2053,2053,true,SIN,Asia Pacific,Singapore,88,1.28
47.74.16.255,2053,2053,true,NRT,Asia Pacific,Tokyo,65,1.28
8.222.212.219,2096,2096,true,SIN,Asia Pacific,Singapore,80,1.28
47.74.16.255,2086,2086,false,NRT,Asia Pacific,Tokyo,66,1.27
47.236.116.182,2083,2083,true,SIN,Asia Pacific,Singapore,89,1.27
47.245.94.144,2082,2082,false,SIN,Asia Pacific,Singapore,90,1.27
8.222.140.185,80,80,false,SIN,Asia Pacific,Singapore,83,1.27
47.236.87.206,8443,8443,true,SIN,Asia Pacific,Singapore,86,1.27
8.222.248.188,2082,2082,false,SIN,Asia Pacific,Singapore,86,1.26
8.209.212.5,8080,8080,false,NRT,Asia Pacific,Tokyo,59,1.25
8.219.152.195,8880,8880,false,SIN,Asia Pacific,Singapore,90,1.25
47.236.119.253,2095,2095,false,SIN,Asia Pacific,Singapore,86,1.25
47.236.145.85,2095,2095,false,SIN,Asia Pacific,Singapore,86,1.25
47.236.114.23,2052,2052,false,SIN,Asia Pacific,Singapore,89,1.25
8.222.168.24,8080,8080,false,SIN,Asia Pacific,Singapore,87,1.24
47.245.29.126,2087,2087,true,NRT,Asia Pacific,Tokyo,67,1.24
8.219.198.139,2053,2053,true,SIN,Asia Pacific,Singapore,87,1.23
8.222.224.163,2083,2083,true,SIN,Asia Pacific,Singapore,90,1.23
8.222.249.98,2095,2095,false,SIN,Asia Pacific,Singapore,83,1.23
8.219.121.87,2096,2096,true,SIN,Asia Pacific,Singapore,81,1.23
8.222.224.163,2095,2095,false,SIN,Asia Pacific,Singapore,83,1.23
47.245.89.102,2095,2095,false,SIN,Asia Pacific,Singapore,87,1.22
8.219.193.202,8880,8880,false,SIN,Asia Pacific,Singapore,91,1.22
47.236.5.223,2083,2083,true,SIN,Asia Pacific,Singapore,91,1.21
8.219.161.129,2083,2083,true,SIN,Asia Pacific,Singapore,87,1.21
8.222.224.163,2086,2086,false,SIN,Asia Pacific,Singapore,82,1.21
47.236.11.84,2086,2086,false,SIN,Asia Pacific,Singapore,86,1.20
47.91.21.127,2095,2095,false,NRT,Asia Pacific,Tokyo,63,1.20
8.222.175.78,8443,8443,true,SIN,Asia Pacific,Singapore,87,1.20
8.222.248.188,2096,2096,true,SIN,Asia Pacific,Singapore,85,1.19
47.236.116.182,8880,8880,false,SIN,Asia Pacific,Singapore,100,1.19
47.236.19.51,80,80,false,SIN,Asia Pacific,Singapore,82,1.19
47.236.79.77,8880,8880,false,SIN,Asia Pacific,Singapore,87,1.19
47.236.119.253,2087,2087,true,SIN,Asia Pacific,Singapore,85,1.18
47.236.121.7,8080,8080,false,SIN,Asia Pacific,Singapore,87,1.18
8.219.83.201,2082,2082,false,SIN,Asia Pacific,Singapore,81,1.18
47.236.130.95,8443,8443,true,SIN,Asia Pacific,Singapore,84,1.18
47.236.7.246,2086,2086,false,SIN,Asia Pacific,Singapore,81,1.18
47.236.82.218,2083,2083,true,SIN,Asia Pacific,Singapore,81,1.18
47.236.4.129,2086,2086,false,SIN,Asia Pacific,Singapore,82,1.17
8.219.209.14,2053,2053,true,SIN,Asia Pacific,Singapore,84,1.17
47.236.144.48,2087,2087,true,SIN,Asia Pacific,Singapore,95,1.17
8.219.242.208,2087,2087,true,SIN,Asia Pacific,Singapore,87,1.16
8.219.112.75,2083,2083,true,SIN,Asia Pacific,Singapore,82,1.16
8.219.161.129,2095,2095,false,SIN,Asia Pacific,Singapore,84,1.16
8.217.167.88,2095,2095,false,HKG,Asia Pacific,Hong Kong,56,1.16
8.222.182.10,8080,8080,false,SIN,Asia Pacific,Singapore,85,1.16
47.236.145.85,8443,8443,true,SIN,Asia Pacific,Singapore,83,1.15
8.222.169.182,2053,2053,true,SIN,Asia Pacific,Singapore,94,1.15
47.74.16.255,8080,8080,false,NRT,Asia Pacific,Tokyo,76,1.15
8.219.152.195,2052,2052,false,SIN,Asia Pacific,Singapore,95,1.15
8.222.229.102,2096,2096,true,SIN,Asia Pacific,Singapore,88,1.15
8.222.182.10,2082,2082,false,SIN,Asia Pacific,Singapore,87,1.15
47.91.3.112,2096,2096,true,NRT,Asia Pacific,Tokyo,67,1.15
8.219.134.117,8443,8443,true,SIN,Asia Pacific,Singapore,82,1.14
8.219.209.14,8080,8080,false,SIN,Asia Pacific,Singapore,83,1.14
47.236.145.180,80,80,false,SIN,Asia Pacific,Singapore,93,1.14
8.219.106.156,2087,2087,true,SIN,Asia Pacific,Singapore,92,1.14
47.236.150.109,2053,2053,true,SIN,Asia Pacific,Singapore,88,1.13
8.219.222.98,8880,8880,false,SIN,Asia Pacific,Singapore,90,1.13
47.236.79.77,8443,8443,true,SIN,Asia Pacific,Singapore,87,1.13
8.222.175.78,2052,2052,false,SIN,Asia Pacific,Singapore,86,1.13
8.222.215.228,2053,2053,true,SIN,Asia Pacific,Singapore,83,1.12
47.245.29.126,2086,2086,false,NRT,Asia Pacific,Tokyo,78,1.12
47.74.5.150,2083,2083,true,NRT,Asia Pacific,Tokyo,61,1.12
8.219.111.147,80,80,false,SIN,Asia Pacific,Singapore,89,1.11
8.219.200.145,8443,8443,true,SIN,Asia Pacific,Singapore,87,1.11
8.219.222.98,2053,2053,true,SIN,Asia Pacific,Singapore,91,1.11
47.236.15.73,80,80,false,SIN,Asia Pacific,Singapore,98,1.11
8.222.153.11,2083,2083,true,SIN,Asia Pacific,Singapore,84,1.11
8.219.77.91,2082,2082,false,SIN,Asia Pacific,Singapore,86,1.11
8.219.193.202,2052,2052,false,SIN,Asia Pacific,Singapore,82,1.11
47.245.94.144,2087,2087,true,SIN,Asia Pacific,Singapore,88,1.10
47.236.114.167,2087,2087,true,SIN,Asia Pacific,Singapore,95,1.10
8.219.121.87,8880,8880,false,SIN,Asia Pacific,Singapore,88,1.09
8.219.122.55,80,80,false,SIN,Asia Pacific,Singapore,86,1.09
47.236.83.196,2082,2082,false,SIN,Asia Pacific,Singapore,98,1.08
47.245.52.165,2052,2052,false,NRT,Asia Pacific,Tokyo,60,1.08
8.219.193.202,2086,2086,false,SIN,Asia Pacific,Singapore,89,1.08
8.222.136.196,2053,2053,true,SIN,Asia Pacific,Singapore,90,1.08
47.236.75.113,8880,8880,false,SIN,Asia Pacific,Singapore,90,1.08
8.222.169.182,8880,8880,false,SIN,Asia Pacific,Singapore,88,1.07
47.236.97.90,2086,2086,false,SIN,Asia Pacific,Singapore,89,1.07
8.219.122.55,2087,2087,true,SIN,Asia Pacific,Singapore,93,1.07
47.236.83.196,8443,8443,true,SIN,Asia Pacific,Singapore,95,1.07
47.236.125.62,2082,2082,false,SIN,Asia Pacific,Singapore,95,1.07
8.219.194.170,80,80,false,SIN,Asia Pacific,Singapore,84,1.07
47.91.21.127,8880,8880,false,NRT,Asia Pacific,Tokyo,77,1.07
47.236.121.7,2087,2087,true,SIN,Asia Pacific,Singapore,87,1.07
8.222.227.191,2083,2083,true,SIN,Asia Pacific,Singapore,82,1.07
47.245.37.41,2095,2095,false,NRT,Asia Pacific,Tokyo,92,1.06
8.222.136.196,2086,2086,false,SIN,Asia Pacific,Singapore,89,1.06
47.236.114.167,8880,8880,false,SIN,Asia Pacific,Singapore,82,1.06
8.218.136.25,2096,2096,true,HKG,Asia Pacific,Hong Kong,58,1.06
47.236.99.131,2053,2053,true,SIN,Asia Pacific,Singapore,86,1.06
8.218.18.132,8080,8080,false,HKG,Asia Pacific,Hong Kong,54,1.06
47.236.94.113,2095,2095,false,SIN,Asia Pacific,Singapore,87,1.05
47.245.56.207,8080,8080,false,NRT,Asia Pacific,Tokyo,65,1.05
47.236.99.131,8443,8443,true,SIN,Asia Pacific,Singapore,89,1.05
8.222.131.102,2096,2096,true,SIN,Asia Pacific,Singapore,81,1.05
47.236.87.246,2095,2095,false,SIN,Asia Pacific,Singapore,90,1.05
47.236.97.254,8443,8443,true,SIN,Asia Pacific,Singapore,81,1.05
8.219.111.147,2087,2087,true,SIN,Asia Pacific,Singapore,83,1.05
47.74.47.225,2095,2095,false,NRT,Asia Pacific,Tokyo,87,1.04
47.236.150.109,8443,8443,true,SIN,Asia Pacific,Singapore,82,1.04
8.219.152.195,2053,2053,true,SIN,Asia Pacific,Singapore,87,1.03
47.236.145.85,8880,8880,false,SIN,Asia Pacific,Singapore,90,1.03
8.222.221.90,2096,2096,true,SIN,Asia Pacific,Singapore,85,1.02
47.236.121.7,2095,2095,false,SIN,Asia Pacific,Singapore,88,1.02
47.236.87.206,2083,2083,true,SIN,Asia Pacific,Singapore,88,1.02
8.219.198.139,2052,2052,false,SIN,Asia Pacific,Singapore,85,1.01
8.222.212.172,2082,2082,false,SIN,Asia Pacific,Singapore,84,1.01
47.236.145.180,2053,2053,true,SIN,Asia Pacific,Singapore,80,1.01
8.222.145.164,80,80,false,SIN,Asia Pacific,Singapore,83,1.01
8.219.200.145,2053,2053,true,SIN,Asia Pacific,Singapore,86,1.01
8.219.112.75,8880,8880,false,SIN,Asia Pacific,Singapore,86,1.01
47.245.37.41,80,80,false,NRT,Asia Pacific,Tokyo,68,1.00
8.222.168.24,2083,2083,true,SIN,Asia Pacific,Singapore,89,1.00
47.74.3.2,8880,8880,false,NRT,Asia Pacific,Tokyo,69,1.00
47.243.162.49,2095,2095,false,HKG,Asia Pacific,Hong Kong,57,1.00
8.222.214.231,2053,2053,true,SIN,Asia Pacific,Singapore,91,1.00
8.219.167.113,8080,8080,false,SIN,Asia Pacific,Singapore,91,1.00
8.219.0.162,8443,8443,true,SIN,Asia Pacific,Singapore,77,0.99
8.222.140.185,8080,8080,false,SIN,Asia Pacific,Singapore,84,0.99
47.236.4.129,8080,8080,false,SIN,Asia Pacific,Singapore,83,0.99
8.219.152.195,2086,2086,false,SIN,Asia Pacific,Singapore,89,0.99
47.236.144.208,80,80,false,SIN,Asia Pacific,Singapore,82,0.99
8.219.198.139,2096,2096,true,SIN,Asia Pacific,Singapore,94,0.99
47.236.116.182,8080,8080,false,SIN,Asia Pacific,Singapore,86,0.99
47.236.117.48,2053,2053,true,SIN,Asia Pacific,Singapore,87,0.98
8.222.174.108,2083,2083,true,SIN,Asia Pacific,Singapore,91,0.98
8.218.22.210,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,0.98
47.236.114.23,2053,2053,true,SIN,Asia Pacific,Singapore,84,0.98
47.236.130.95,8880,8880,false,SIN,Asia Pacific,Singapore,84,0.98
47.236.130.95,80,80,false,SIN,Asia Pacific,Singapore,87,0.98
8.222.187.107,2087,2087,true,SIN,Asia Pacific,Singapore,84,0.98
8.222.229.22,2095,2095,false,SIN,Asia Pacific,Singapore,97,0.97
47.245.32.215,2095,2095,false,NRT,Asia Pacific,Tokyo,57,0.97
47.236.114.167,2083,2083,true,SIN,Asia Pacific,Singapore,83,0.96
8.222.150.197,2053,2053,true,SIN,Asia Pacific,Singapore,84,0.96
8.222.136.196,80,80,false,SIN,Asia Pacific,Singapore,85,0.96
47.236.116.208,2095,2095,false,SIN,Asia Pacific,Singapore,88,0.96
8.219.60.130,2083,2083,true,SIN,Asia Pacific,Singapore,86,0.96
8.219.0.162,2082,2082,false,SIN,Asia Pacific,Singapore,94,0.95
47.236.94.113,2096,2096,true,SIN,Asia Pacific,Singapore,85,0.95
8.222.144.219,2087,2087,true,SIN,Asia Pacific,Singapore,88,0.95
8.222.224.162,80,80,false,SIN,Asia Pacific,Singapore,84,0.95
8.222.214.231,8880,8880,false,SIN,Asia Pacific,Singapore,91,0.94
8.222.249.98,2096,2096,true,SIN,Asia Pacific,Singapore,91,0.94
47.236.15.73,8880,8880,false,SIN,Asia Pacific,Singapore,87,0.94
8.219.77.91,8880,8880,false,SIN,Asia Pacific,Singapore,95,0.94
47.242.59.216,2053,2053,true,HKG,Asia Pacific,Hong Kong,54,0.94
8.222.145.110,2096,2096,true,SIN,Asia Pacific,Singapore,86,0.94
47.74.5.150,2053,2053,true,NRT,Asia Pacific,Tokyo,66,0.94
8.222.169.182,2052,2052,false,SIN,Asia Pacific,Singapore,94,0.93
47.236.87.206,8880,8880,false,SIN,Asia Pacific,Singapore,89,0.93
8.219.134.117,8880,8880,false,SIN,Asia Pacific,Singapore,87,0.93
47.236.83.239,2087,2087,true,SIN,Asia Pacific,Singapore,86,0.92
47.236.119.253,2052,2052,false,SIN,Asia Pacific,Singapore,85,0.92
8.219.193.202,80,80,false,SIN,Asia Pacific,Singapore,88,0.92
8.219.121.24,80,80,false,SIN,Asia Pacific,Singapore,83,0.92
8.222.174.108,8880,8880,false,SIN,Asia Pacific,Singapore,82,0.92
8.222.130.137,2052,2052,false,SIN,Asia Pacific,Singapore,82,0.92
47.76.94.15,80,80,false,HKG,Asia Pacific,Hong Kong,54,0.92
8.217.91.121,8080,8080,false,HKG,Asia Pacific,Hong Kong,53,0.91
47.236.117.48,2083,2083,true,SIN,Asia Pacific,Singapore,87,0.91
47.74.16.255,2083,2083,true,NRT,Asia Pacific,Tokyo,67,0.91
47.236.144.196,8880,8880,false,SIN,Asia Pacific,Singapore,88,0.91
8.219.124.227,2082,2082,false,SIN,Asia Pacific,Singapore,87,0.91
47.236.87.246,2053,2053,true,SIN,Asia Pacific,Singapore,90,0.91
47.74.13.94,2096,2096,true,NRT,Asia Pacific,Tokyo,67,0.90
47.236.97.254,2052,2052,false,SIN,Asia Pacific,Singapore,82,0.90
8.218.201.73,80,80,false,HKG,Asia Pacific,Hong Kong,69,0.90
47.236.94.109,2087,2087,true,SIN,Asia Pacific,Singapore,85,0.90
47.236.83.196,80,80,false,SIN,Asia Pacific,Singapore,86,0.89
47.74.41.87,8880,8880,false,NRT,Asia Pacific,Tokyo,59,0.89
47.236.7.246,8080,8080,false,SIN,Asia Pacific,Singapore,77,0.89
47.236.114.23,2082,2082,false,SIN,Asia Pacific,Singapore,86,0.89
47.236.87.206,2095,2095,false,SIN,Asia Pacific,Singapore,100,0.88
8.219.242.208,2053,2053,true,SIN,Asia Pacific,Singapore,89,0.88
47.236.65.177,2083,2083,true,SIN,Asia Pacific,Singapore,87,0.87
8.222.159.252,8880,8880,false,SIN,Asia Pacific,Singapore,84,0.87
47.245.52.165,2087,2087,true,NRT,Asia Pacific,Tokyo,62,0.87
47.245.89.102,2096,2096,true,SIN,Asia Pacific,Singapore,84,0.87
8.222.164.44,2083,2083,true,SIN,Asia Pacific,Singapore,86,0.86
47.236.144.208,8080,8080,false,SIN,Asia Pacific,Singapore,87,0.86
47.236.116.208,2087,2087,true,SIN,Asia Pacific,Singapore,87,0.86
8.219.122.55,8443,8443,true,SIN,Asia Pacific,Singapore,90,0.85
47.236.97.254,2096,2096,true,SIN,Asia Pacific,Singapore,88,0.85
8.219.222.98,80,80,false,SIN,Asia Pacific,Singapore,86,0.85
47.74.3.2,2053,2053,true,NRT,Asia Pacific,Tokyo,89,0.85
47.236.4.129,8880,8880,false,SIN,Asia Pacific,Singapore,82,0.85
8.219.0.162,2095,2095,false,SIN,Asia Pacific,Singapore,85,0.85
47.245.90.176,2052,2052,false,SIN,Asia Pacific,Singapore,84,0.85
8.219.124.227,2095,2095,false,SIN,Asia Pacific,Singapore,90,0.85
8.222.168.24,2086,2086,false,SIN,Asia Pacific,Singapore,88,0.85
8.219.157.97,2052,2052,false,SIN,Asia Pacific,Singapore,89,0.84
8.219.194.170,2096,2096,true,SIN,Asia Pacific,Singapore,84,0.84
8.222.187.107,8080,8080,false,SIN,Asia Pacific,Singapore,92,0.84
8.219.199.220,80,80,false,SIN,Asia Pacific,Singapore,86,0.84
8.219.0.162,2053,2053,true,SIN,Asia Pacific,Singapore,92,0.84
47.236.144.156,2082,2082,false,SIN,Asia Pacific,Singapore,83,0.84
8.222.175.78,2053,2053,true,SIN,Asia Pacific,Singapore,96,0.84
47.236.145.85,2086,2086,false,SIN,Asia Pacific,Singapore,90,0.84
8.222.212.172,80,80,false,SIN,Asia Pacific,Singapore,84,0.84
8.219.42.72,2096,2096,true,SIN,Asia Pacific,Singapore,86,0.83
47.236.97.90,80,80,false,SIN,Asia Pacific,Singapore,81,0.83
8.222.174.108,2095,2095,false,SIN,Asia Pacific,Singapore,89,0.83
8.222.226.92,443,443,true,SIN,Asia Pacific,Singapore,82,0.82
47.245.29.126,8443,8443,true,NRT,Asia Pacific,Tokyo,64,0.82
8.222.238.141,2082,2082,false,SIN,Asia Pacific,Singapore,90,0.82
47.245.37.98,80,80,false,NRT,Asia Pacific,Tokyo,69,0.82
47.236.4.129,2087,2087,true,SIN,Asia Pacific,Singapore,98,0.82
8.222.212.219,2053,2053,true,SIN,Asia Pacific,Singapore,78,0.82
8.222.221.90,2083,2083,true,SIN,Asia Pacific,Singapore,82,0.82
47.91.21.127,2082,2082,false,NRT,Asia Pacific,Tokyo,90,0.81
8.222.229.102,2082,2082,false,SIN,Asia Pacific,Singapore,86,0.81
8.219.124.227,80,80,false,SIN,Asia Pacific,Singapore,86,0.81
8.222.150.197,2096,2096,true,SIN,Asia Pacific,Singapore,86,0.81
8.222.229.22,2087,2087,true,SIN,Asia Pacific,Singapore,82,0.81
47.91.3.179,2083,2083,true,NRT,Asia Pacific,Tokyo,87,0.80
8.219.199.220,8080,8080,false,SIN,Asia Pacific,Singapore,87,0.80
47.236.114.167,2086,2086,false,SIN,Asia Pacific,Singapore,96,0.80
47.236.116.182,2053,2053,true,SIN,Asia Pacific,Singapore,94,0.80
8.219.199.220,2095,2095,false,SIN,Asia Pacific,Singapore,90,0.79
47.236.82.218,80,80,false,SIN,Asia Pacific,Singapore,77,0.79
8.222.147.203,2096,2096,true,SIN,Asia Pacific,Singapore,80,0.79
8.219.0.162,8880,8880,false,SIN,Asia Pacific,Singapore,92,0.79
47.236.119.253,80,80,false,SIN,Asia Pacific,Singapore,82,0.79
8.222.137.178,2087,2087,true,SIN,Asia Pacific,Singapore,83,0.79
8.219.0.162,2052,2052,false,SIN,Asia Pacific,Singapore,94,0.78
47.236.5.223,2095,2095,false,SIN,Asia Pacific,Singapore,91,0.78
8.222.136.196,2082,2082,false,SIN,Asia Pacific,Singapore,82,0.78
47.236.130.95,2083,2083,true,SIN,Asia Pacific,Singapore,90,0.78
8.218.18.132,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,0.78
47.236.117.48,8080,8080,false,SIN,Asia Pacific,Singapore,92,0.78
8.222.169.182,2095,2095,false,SIN,Asia Pacific,Singapore,95,0.78
8.219.112.75,8080,8080,false,SIN,Asia Pacific,Singapore,87,0.78
8.222.174.108,80,80,false,SIN,Asia Pacific,Singapore,94,0.77
47.236.123.133,8443,8443,true,SIN,Asia Pacific,Singapore,88,0.77
8.217.251.62,2052,2052,false,HKG,Asia Pacific,Hong Kong,60,0.77
8.219.200.145,2086,2086,false,SIN,Asia Pacific,Singapore,80,0.77
47.236.87.206,2082,2082,false,SIN,Asia Pacific,Singapore,98,0.77
8.222.180.86,2052,2052,false,SIN,Asia Pacific,Singapore,80,0.77
8.217.49.34,80,80,false,HKG,Asia Pacific,Hong Kong,60,0.77
47.236.119.253,2053,2053,true,SIN,Asia Pacific,Singapore,89,0.76
8.222.169.182,2096,2096,true,SIN,Asia Pacific,Singapore,93,0.76
8.222.224.163,8443,8443,true,SIN,Asia Pacific,Singapore,82,0.76
8.222.221.197,2082,2082,false,SIN,Asia Pacific,Singapore,85,0.76
47.236.125.62,8443,8443,true,SIN,Asia Pacific,Singapore,90,0.75
8.219.126.240,8080,8080,false,SIN,Asia Pacific,Singapore,91,0.75
47.236.104.98,80,80,false,SIN,Asia Pacific,Singapore,81,0.75
47.74.13.94,8080,8080,false,NRT,Asia Pacific,Tokyo,62,0.75
8.222.159.252,2053,2053,true,SIN,Asia Pacific,Singapore,80,0.75
8.222.224.163,2096,2096,true,SIN,Asia Pacific,Singapore,84,0.75
8.222.154.227,2052,2052,false,SIN,Asia Pacific,Singapore,94,0.75
47.91.3.112,2053,2053,true,NRT,Asia Pacific,Tokyo,68,0.74
47.236.19.51,2095,2095,false,SIN,Asia Pacific,Singapore,81,0.74
8.222.211.124,2096,2096,true,SIN,Asia Pacific,Singapore,92,0.74
47.236.121.7,2096,2096,true,SIN,Asia Pacific,Singapore,97,0.74
8.222.147.203,8880,8880,false,SIN,Asia Pacific,Singapore,80,0.74
47.74.47.225,80,80,false,NRT,Asia Pacific,Tokyo,65,0.74
47.236.119.253,2096,2096,true,SIN,Asia Pacific,Singapore,88,0.74
47.236.104.98,8880,8880,false,SIN,Asia Pacific,Singapore,79,0.73
8.222.130.137,2087,2087,true,SIN,Asia Pacific,Singapore,84,0.73
8.219.222.98,8443,8443,true,SIN,Asia Pacific,Singapore,82,0.72
47.236.144.208,8443,8443,true,SIN,Asia Pacific,Singapore,88,0.72
47.236.117.48,2052,2052,false,SIN,Asia Pacific,Singapore,87,0.72
47.236.87.246,2086,2086,false,SIN,Asia Pacific,Singapore,88,0.72
8.219.121.87,8443,8443,true,SIN,Asia Pacific,Singapore,86,0.72
47.245.84.155,8880,8880,false,SIN,Asia Pacific,Singapore,84,0.72
47.236.83.196,2052,2052,false,SIN,Asia Pacific,Singapore,93,0.71
8.222.167.147,2095,2095,false,SIN,Asia Pacific,Singapore,86,0.71
8.219.157.97,2096,2096,true,SIN,Asia Pacific,Singapore,88,0.71
8.218.136.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,57,0.71
8.222.227.191,2087,2087,true,SIN,Asia Pacific,Singapore,81,0.71
47.236.117.48,2096,2096,true,SIN,Asia Pacific,Singapore,82,0.71
8.222.214.231,2086,2086,false,SIN,Asia Pacific,Singapore,93,0.71
47.236.19.51,2082,2082,false,SIN,Asia Pacific,Singapore,84,0.70
8.219.97.179,8080,8080,false,SIN,Asia Pacific,Singapore,92,0.70
47.236.4.129,2095,2095,false,SIN,Asia Pacific,Singapore,80,0.70
8.209.212.5,2052,2052,false,NRT,Asia Pacific,Tokyo,88,0.70
8.222.224.162,2086,2086,false,SIN,Asia Pacific,Singapore,90,0.69
8.222.238.141,2087,2087,true,SIN,Asia Pacific,Singapore,85,0.69
47.236.94.109,2096,2096,true,SIN,Asia Pacific,Singapore,87,0.69
8.219.198.139,2052,2052,false,SIN,Asia Pacific,Singapore,82,0.69
47.243.173.187,8443,8443,true,HKG,Asia Pacific,Hong Kong,60,0.68
